_id,pin,address,block_lot,sale_price,act77_gent_date,last_payment_date,treasury_sale_date,partition_latest_sale_date,latitude,longitude,neighborhood_name,council_district,ward,fire_zone,police_zone,dpw_streets,dpw_enviro,dpw_parks
284172,0026N00089000000,"WEBSTER AVE, PITTSBURGH, PA 15219",0026N00089,200,1999-07-21,2014-09-26,2013-10-25,2023-08-14,40.4540086678746,-79.96286042459593,Upper Hill,6,5,2-22,2,3,Central,Schenley
284173,0026N00043000000,"MILWAUKEE ST, PITTSBURGH, PA 15219",0026N00043,1000,2001-05-21,2001-05-21,2015-08-14,2023-07-05,40.453357041565965,-79.96317000138761,Upper Hill,6,5,2-22,2,3,Central,Schenley
284174,0022F00143000000,"WARNER ST, PITTSBURGH, PA 15233",0022F00143,200,1998-02-05,2024-02-15,2017-10-27,2023-11-03,40.458412404861576,-80.0267849623437,Manchester,6,21,1-8,1,1,Northern,Riverview
284175,0022G00109000000,"LAMONT ST, PITTSBURGH, PA 15212",0022G00109,200,1979-12-07,2024-08-02,1993-06-21,2023-12-21,40.45974541517814,-80.02252167963712,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
284176,0022C00182000000,"SAINT IVES ST, PITTSBURGH, PA 15212",0022C00182,200,,2024-02-28,,2023-08-23,40.4600729337093,-80.0228106164444,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
284177,0022G00046000000,"LAMONT ST, PITTSBURGH, PA 15212",0022G00046,200,1982-10-20,2024-08-02,1993-06-21,2023-12-21,40.45992771635676,-80.02258603688541,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
284178,0022G00041000000,"SAINT IVES ST, PITTSBURGH, PA 15212",0022G00041,200,,2024-02-28,,2023-09-29,40.46002282860679,-80.02279472516963,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
284179,0022G00042000000,"SAINT IVES ST, PITTSBURGH, PA 15212",0022G00042,200,,2024-02-28,,2023-09-28,40.459978939712094,-80.0227814264655,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
284180,0022G00111000000,"SAINT IVES ST, PITTSBURGH, PA 15212",0022G00111,200,1994-05-10,1994-05-10,2008-09-26,2023-08-23,40.459696286238895,-80.02268088011702,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
284181,0022G00112000000,"SAINT IVES ST, PITTSBURGH, PA 15212",0022G00112,200,,2024-08-02,,2023-12-21,40.45965064193487,-80.02266164642496,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
284182,0022B00252000000,"SUNDAY ST, PITTSBURGH, PA 15212",0022B00252,200,2000-02-10,2000-02-10,2012-10-26,2023-09-29,40.46049119902066,-80.02561155211562,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
284183,0022C00170000000,"MORRISON ST, PITTSBURGH, PA 15212",0022C00170,200,,2024-08-07,,2023-12-21,40.46017978092748,-80.02197051483331,California-Kirkbride,6,21,1-9,1,1,Northern,Riverview
284184,0022D00194000000,"BRIGHTRIDGE ST, PITTSBURGH, PA 15214",0022D00194,0,,2024-08-09,2017-10-27,2023-12-21,40.46151933755146,-80.01871653666677,Perry South,6,25,1-12,1,1,Northern,Riverview
284185,0046N00202000000,"WILSON AVE, PITTSBURGH, PA 15214",0046N00202,18500,1987-02-03,1987-02-03,2023-06-16,2023-06-16,40.46442609738495,-80.01282922445446,Perry South,6,25,1-10,1,1,Northern,Riverview
284186,0023A00260000000,"PERRYSVILLE AVE, PITTSBURGH, PA 15214",0023A00260,200,2001-11-05,2003-09-22,2010-10-22,2023-09-29,40.461501655096576,-80.01328145973935,Perry South,6,25,1-10,1,1,Northern,Riverview
284187,0022D00210000000,"BRIGHTRIDGE ST, PITTSBURGH, PA 15214",0022D00210,500,,2024-08-09,,2023-12-21,40.4620947835687,-80.01845991377253,Perry South,6,25,1-12,1,1,Northern,Riverview
284188,0022D00211000000,"BRIGHTRIDGE ST, PITTSBURGH, PA 15214",0022D00211,200,,2024-08-09,,2023-12-21,40.46207017903741,-80.01849265635573,Perry South,6,25,1-12,1,1,Northern,Riverview
284189,0022H00274000000,"MARQUIS WAY, PITTSBURGH, PA 15212",0022H00274,200,,2024-08-02,,2023-12-21,40.45811145130831,-80.01782098522773,California-Kirkbride,6,25,1-21,1,1,Northern,Riverview
284190,0045L00046000000,"SNYDER ST, PITTSBURGH, PA 15214",0045L00046,200,,2024-05-09,,2023-08-14,40.4666526046444,-80.02064095206993,Perry South,6,26,1-12,1,1,Northern,Riverview
284191,0045M00047000000,"N CHARLES ST, PITTSBURGH, PA 15214",0045M00047,500,,2024-08-09,,2023-12-21,40.46707694415016,-80.01896822947234,Perry South,6,26,1-12,1,1,Northern,Riverview
284192,0044C00235000000,"ECKERT ST, PITTSBURGH, PA 15212",0044C00235,18700,,,,2023-05-16,40.47200122616863,-80.03745442039907,Brighton Heights,6,27,1-14,1,1,Northern,Riverview
284193,0045N00159000000,"ATMORE ST, PITTSBURGH, PA 15212",0045N00159,200,2001-09-05,2024-04-08,2019-08-16,2023-09-29,40.46355613231963,-80.0304166006945,Marshall-Shadeland,6,27,1-9,1,1,Northern,Riverview
284194,0050D00039000000,"N AIKEN AVE, PITTSBURGH, PA 15206",0050D00039,1,2023-12-20,2004-09-01,2023-04-28,2023-04-18,40.4702071020688,-79.93340400287353,Garfield,9,10,3-4,5,2,Central,Highland
284195,0050H00023000000,"HILLCREST ST, PITTSBURGH, PA 15224",0050H00023,100,1994-03-07,2024-08-01,2014-04-25,2023-06-13,40.46775788441619,-79.93651536120481,Garfield,9,10,3-4,5,2,Central,Highland
284196,0050E00004000000,"4808 KINCAID ST, PITTSBURGH, PA 15224",0050E00004,4900,2000-02-08,2000-02-08,2017-04-28,2023-12-27,40.46745604955888,-79.9455920893622,Garfield,9,10,3-4,5,2,Central,Highland
284197,0050H00026000000,"HILLCREST ST, PITTSBURGH, PA 15224",0050H00026,100,2004-01-06,2024-08-01,2014-04-25,2023-06-13,40.46772839405264,-79.93630691063132,Garfield,9,10,3-4,5,2,Central,Highland
284198,0050B00197000000,"COLUMBO ST, PITTSBURGH, PA 15224",0050B00197,15000,1999-05-14,1999-05-14,2023-04-28,2023-04-28,40.471517055514646,-79.943412550212,Garfield,9,10,3-4,5,2,Central,Highland
284199,0050C00048000000,"SCHENLEY AVE, PITTSBURGH, PA 15224",0050C00048,925,1992-04-22,1992-04-22,2023-04-28,2023-04-28,40.47196669476213,-79.94016530430798,Garfield,9,10,3-4,5,2,Central,Highland
284200,0050B00221000000,"N MATHILDA ST, PITTSBURGH, PA 15224",0050B00221,13000,2000-05-12,2003-07-02,2023-04-28,2023-04-28,40.4704901948723,-79.94438073333889,Garfield,9,10,3-4,5,2,Central,Highland
284201,0050B00180000000,"COLUMBO ST, PITTSBURGH, PA 15224",0050B00180,0,,,2023-04-28,2023-04-28,40.47140528039979,-79.9424267714927,Garfield,9,10,3-4,5,2,Central,Highland
284202,0050C00047000A00,"SCHENLEY AVE, PITTSBURGH, PA 15224",0050C00047A,0,1992-09-08,1992-09-08,2023-04-28,2023-04-28,40.4719830012192,-79.94009612455488,Garfield,9,10,3-4,5,2,Central,Highland
284203,0050B00231000000,"N MATHILDA ST, PITTSBURGH, PA 15224",0050B00231,0,1991-01-10,1991-01-10,2023-04-28,2023-04-28,40.469960634636,-79.94471821418976,Garfield,9,10,3-4,5,2,Central,Highland
284204,0050E00115000000,"N MATHILDA ST, PITTSBURGH, PA 15224",0050E00115,1,2001-08-07,2022-02-11,2023-04-28,2023-04-28,40.46760567069897,-79.94610340307702,Garfield,9,10,3-4,5,2,Central,Highland
284205,0083M00328000000,"HUNTRESS ST, PITTSBURGH, PA 15206",0083M00328,200,1996-06-25,2024-04-04,2019-10-18,2023-08-28,40.467138293936,-79.9181719825344,East Liberty,9,11,3-8,5,2,Central,Highland
284206,0124K00250000000,"PAULSON AVE, PITTSBURGH, PA 15206",0124K00250,200,1992-04-30,2024-07-26,2012-12-14,2023-09-28,40.46571615328286,-79.9091649880567,Larimer,9,12,3-12,5,2,Eastern,Highland
284207,0173L00039000000,"LEMINGTON AVE, PITTSBURGH, PA 15206",0173L00039,600,1989-05-02,1989-05-02,2013-10-25,2023-05-16,40.46693602092284,-79.89031534949945,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
284208,0173L00041000000,"LEMINGTON AVE, PITTSBURGH, PA 15206",0173L00041,600,1983-04-27,1983-04-27,2013-10-25,2023-05-16,40.46695283348908,-79.89021130103932,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
284209,0173L00040000000,"LEMINGTON AVE, PITTSBURGH, PA 15206",0173L00040,600,1976-06-16,1976-06-16,2013-10-25,2023-05-16,40.46693925500541,-79.89026591062094,Lincoln-Lemington-Belmar,9,12,3-18,5,2,Eastern,Highland
284210,0125M00312000000,"6927 HAMILTON AVE, PITTSBURGH, PA 15208",0125M00312,0,2002-07-25,2013-11-07,2023-04-28,2023-04-28,40.45629848624101,-79.90355097378942,Homewood West,9,12,3-17,5,2,Eastern,Frick
284211,0124S00089000000,"6704 ROWAN ST, PITTSBURGH, PA 15206",0124S00089,7000,2002-07-16,2017-09-19,2023-04-28,2023-04-28,40.46418397079969,-79.9030669437533,Lincoln-Lemington-Belmar,9,12,3-15,5,2,Eastern,Highland
284212,0174L00014000000,"RACE ST, PITTSBURGH, PA 15208",0174L00014,200,1997-05-05,1997-05-05,2016-08-19,2023-05-16,40.457291154122366,-79.88981473234118,Homewood North,9,13,3-17,5,2,Eastern,Frick
284213,0174E00092000000,"RACE ST, PITTSBURGH, PA 15208",0174E00092,200,2002-11-21,2024-04-22,2018-08-17,2023-05-16,40.4592906850694,-79.89678285215574,Homewood North,9,13,3-17,5,2,Eastern,Frick
284214,0174S00068000000,"OAKWOOD ST, PITTSBURGH, PA 15208",0174S00068,1,1983-01-28,1983-01-28,2022-08-19,2023-08-19,40.4535261509369,-79.88564874897288,Homewood South,9,13,3-17,5,2,Eastern,Frick
284215,0175C00331000000,"HALE ST, PITTSBURGH, PA 15208",0175C00331,0,1979-02-07,1979-02-07,2023-04-28,2023-04-28,40.451569035946655,-79.88772243626873,Homewood South,9,13,3-17,5,2,Eastern,Frick
284216,0175C00332000000,"HALE ST, PITTSBURGH, PA 15208",0175C00332,1000,1985-10-09,1985-10-09,2023-04-28,2023-04-28,40.45160604311383,-79.88768517408782,Homewood South,9,13,3-17,5,2,Eastern,Frick
284217,0115G00225000000,"158 RIVERVIEW AVE, PITTSBURGH, PA 15214",0115G00225,0,,,,1967-11-16,40.48827711151833,-80.02049860902787,Perry North,1,26,1-15,1,1,Northern,Riverview
284218,0029B00025000000,"AYERS ST, PITTSBURGH, PA 15213",0029B00025,0,,2013-03-05,,1967-09-25,40.43295730933495,-79.96058675897531,South Oakland,3,4,2-10,4,3,Central,Schenley
284219,0056F00346000000,"142 HAZELWOOD AVE, PITTSBURGH, PA 15207",0056F00346,1879,1999-02-05,1999-02-05,2001-10-05,2001-10-05,40.41140284851247,-79.94307242836689,Hazelwood,5,15,2-13,4,3,Eastern,Frick
284220,0129J00100000000,"COMMERCIAL ST, PITTSBURGH, PA 15218",0129J00100,1,,,,2001-03-29,40.424334798489966,-79.90786851680387,Squirrel Hill South,5,14,2-19,4,3,Eastern,Frick
284221,0008M00110000000,"ISABELLA ST, PITTSBURGH, PA 15212",0008M00110,10400,2001-04-03,2001-04-03,,2001-05-16,40.44748869842759,-80.00102058484028,North Shore,1,22,1-20,1,6,Northern,Riverview
284222,0024K00031000000,"811 PERALTA ST, PITTSBURGH, PA 15212",0024K00031,15253,2001-05-10,2001-05-10,2001-07-27,2001-07-27,40.45565407165502,-79.99487125285769,East Allegheny,1,23,1-5,1,1,Northern,Riverview
284223,0076B00139000000,"14 RODNEY ST, PITTSBURGH, PA 15212",0076B00139,40000,2002-01-15,2002-01-15,,2001-07-09,40.481341205470095,-80.02626018107865,Brighton Heights,1,27,1-14,1,1,Northern,Riverview
284224,0095A00144000000,"33 ANSONIA PL, PITTSBURGH, PA 15210",0095A00144,59900,2001-06-28,2001-06-28,,2001-06-20,40.39351582852166,-79.99798113984168,Brookline,4,32,4-25,6,4,Southern,Emerald
284225,0095A00143000000,"34 ANSONIA PL, PITTSBURGH, PA 15210",0095A00143,47800,2001-08-17,2001-08-17,,2001-11-14,40.39342967430927,-79.99797758676422,Brookline,4,32,4-25,6,4,Southern,Emerald
284226,0095A00140000000,"36 ANSONIA PL, PITTSBURGH, PA 15210",0095A00140,44100,2001-06-26,2001-06-26,,2001-06-20,40.39326912997212,-79.99793972001298,Brookline,4,32,4-25,6,4,Southern,Emerald
284227,0095A00137000000,"39 ANSONIA PL, PITTSBURGH, PA 15210",0095A00137,85000,2001-06-26,2001-06-26,,2001-06-20,40.39304023073196,-79.99790358350991,Brookline,4,32,4-25,6,4,Southern,Emerald
284228,0003C00055000000,"S 10TH ST, PITTSBURGH, PA 15203",0003C00055,25000,1993-07-28,1993-07-28,,2001-08-08,40.43151453139681,-79.98947000691345,South Side Flats,3,17,4-2,3,4,Southern,Schenley
284229,0010K00048000000,"2154 WYLIE AVE, PITTSBURGH, PA 15219",0010K00048,8620,1998-03-27,1998-03-27,2009-07-31,2010-02-16,40.44549413551034,-79.97734520302137,Middle Hill,6,5,2-1,2,3,Central,Schenley
284230,0010K00107000000,"649 PERRY ST, PITTSBURGH, PA 15219",0010K00107,4774,2002-10-02,2008-02-07,2009-07-31,2010-02-16,40.446856833000126,-79.9783493517251,Middle Hill,6,5,2-1,2,3,Central,Schenley
284231,0010K00132000000,"608 PERRY ST, PITTSBURGH, PA 15219",0010K00132,1381,2000-02-07,2000-02-07,2009-11-20,2010-04-29,40.446025150534126,-79.97735302285254,Middle Hill,6,5,2-1,2,3,Central,Schenley
284232,0010K00173000000,"651 KIRKPATRICK ST, PITTSBURGH, PA 15219",0010K00173,6516,1998-04-06,1998-04-06,2009-11-20,2010-04-29,40.44707779751985,-79.97784063017933,Middle Hill,6,5,2-1,2,3,Central,Schenley
284233,0010K00140000000,"KIRKPATRICK ST, PITTSBURGH, PA 15219",0010K00140,1427,1999-02-09,1999-02-09,2009-11-20,2010-04-29,40.44613057152028,-79.97720453416643,Middle Hill,6,5,2-1,2,3,Central,Schenley
284234,0010K00192000000,"618 KIRKPATRICK ST, PITTSBURGH, PA 15219",0010K00192,15379,1990-08-01,1990-08-01,2009-11-20,2010-04-29,40.44648172815189,-79.97693632591195,Middle Hill,6,5,2-1,2,3,Central,Schenley
284235,0010P00227000000,"KIRKPATRICK ST, PITTSBURGH, PA 15219",0010P00227,9008,1980-05-01,1980-05-01,2009-11-20,2010-04-29,40.44424331995429,-79.97525959707971,Middle Hill,6,5,2-1,2,3,Central,Schenley
284236,0010K00164000000,"637 PERRY ST, PITTSBURGH, PA 15219",0010K00164,2167,1996-02-01,1996-02-01,2009-11-20,2010-04-29,40.446797623755785,-79.97791931619298,Middle Hill,6,5,2-1,2,3,Central,Schenley
284237,0010K00247000000,"712 KIRKPATRICK ST, PITTSBURGH, PA 15219",0010K00247,2298,1978-02-06,1978-02-06,2009-11-20,2010-04-29,40.447771966548274,-79.97781030193029,Middle Hill,6,5,2-1,2,3,Central,Schenley
284238,0010K00114000A00,"630 ELMORE ST, PITTSBURGH, PA 15219",0010K00114A,5307,1995-01-17,1995-01-17,2009-11-20,2010-04-29,40.44652456364062,-79.97832731673537,Middle Hill,6,5,2-1,2,3,Central,Schenley
284239,0010P00236000000,"219 KIRKPATRICK ST, PITTSBURGH, PA 15219",0010P00236,3955,1980-05-01,1980-05-01,2009-11-20,2010-04-29,40.44403677382919,-79.97500711746073,Middle Hill,6,5,2-1,2,3,Central,Schenley
284240,0010J00313000000,"2156 BEDFORD AVE, PITTSBURGH, PA 15219",0010J00313,904,2000-02-10,2000-02-10,2009-11-20,2010-04-29,40.44770115806343,-79.97913846511554,Middle Hill,6,5,2-1,2,3,Central,Schenley
284241,0010K00142000000,"614 PERRY ST, PITTSBURGH, PA 15219",0010K00142,8393,1994-01-25,1994-01-25,2009-11-20,2010-04-29,40.44623017608588,-79.97738459297413,Middle Hill,6,5,2-1,2,3,Central,Schenley
284242,0010K00173000A00,"649 KIRKPATRICK ST, PITTSBURGH, PA 15219",0010K00173A,662,,,2009-11-20,2010-04-29,40.44703111633631,-79.97780446711073,Middle Hill,6,5,2-1,2,3,Central,Schenley
284243,0010K00148000000,"627 KIRKPATRICK ST, PITTSBURGH, PA 15219",0010K00148,1228,1999-08-26,1999-08-26,2009-11-20,2010-04-29,40.446544284265606,-79.97750650797482,Middle Hill,6,5,2-1,2,3,Central,Schenley
284244,0010H00067000000,"2616 WYLIE AVE, PITTSBURGH, PA 15219",0010H00067,2934,1996-08-26,1996-08-26,2009-07-31,2010-02-16,40.44875494816666,-79.96957843657435,Middle Hill,6,5,2-5,2,3,Central,Schenley
284245,0010G00242000000,"610 CHAUNCEY ST, PITTSBURGH, PA 15219",0010G00242,2934,1986-01-28,1986-01-28,2009-07-31,2010-02-16,40.447902608420975,-79.97339440790236,Middle Hill,6,5,2-5,2,3,Central,Schenley
284246,0010G00241000000,"614 CHAUNCEY ST, PITTSBURGH, PA 15219",0010G00241,1438,2002-02-25,2002-02-25,2009-07-31,2010-02-16,40.44794623760165,-79.97341029462011,Middle Hill,6,5,2-5,2,3,Central,Schenley
284247,0010L00025000000,"2325 CENTRE AVE, PITTSBURGH, PA 15219",0010L00025,7812,1982-05-06,1982-05-06,2009-11-20,2010-04-29,40.44569697602225,-79.9732462376971,Middle Hill,6,5,2-5,2,3,Central,Schenley
284248,0010L00031000000,"2339 CENTRE AVE, PITTSBURGH, PA 15219",0010L00031,1056,2002-12-16,2004-02-05,2009-11-20,2010-04-29,40.445927916387895,-79.97290442976835,Middle Hill,6,5,2-5,2,3,Central,Schenley
284249,0010K00212000000,"625 LAWSON ST, PITTSBURGH, PA 15219",0010K00212,2803,,,2009-11-20,2010-04-29,40.44696115528909,-79.97669420723126,Middle Hill,6,5,2-5,2,3,Central,Schenley
284250,0010F00012000000,"SOMERS ST, PITTSBURGH, PA 15219",0010F00012,2799,1992-01-16,1992-01-16,2009-11-20,2010-04-29,40.4479230106973,-79.97512937450688,Middle Hill,6,5,2-5,2,3,Central,Schenley
284251,0010K00080000000,"2250 WYLIE AVE, PITTSBURGH, PA 15219",0010K00080,1236,1990-12-05,2005-11-30,2009-11-20,2010-04-29,40.44650267147191,-79.97490291252652,Middle Hill,6,5,2-5,2,3,Central,Schenley
284252,0010K00371000000,"SOMERS ST, PITTSBURGH, PA 15219",0010K00371,11636,1990-12-04,2005-06-03,2009-11-20,2010-04-29,40.447360664253154,-79.97478419528731,Middle Hill,6,5,2-5,2,3,Central,Schenley
284253,0010H00254000000,"2801 CENTRE AVE, PITTSBURGH, PA 15219",0010H00254,20173,1994-11-22,1994-11-22,2009-11-20,2010-04-29,40.448015553437735,-79.96665574023226,Middle Hill,6,5,2-5,2,3,Central,Schenley
284254,0010F00153000000,"9 BLOOMER WAY, PITTSBURGH, PA 15219",0010F00153,838,1998-05-18,1998-05-18,2009-11-20,2010-04-29,40.44821671100034,-79.97733708396339,Middle Hill,6,5,2-5,2,3,Central,Schenley
284255,0010P00212000000,"2210 LAPLACE ST, PITTSBURGH, PA 15219",0010P00212,4493,1992-03-27,1992-03-27,2009-11-20,2010-04-29,40.444623861700165,-79.97524130869843,Middle Hill,6,5,2-5,2,3,Central,Schenley
284256,0010F00151000000,"11 BLOOMER WAY, PITTSBURGH, PA 15219",0010F00151,6443,1981-10-19,1981-10-19,2009-11-20,2010-04-29,40.44826354654951,-79.9771807671501,Middle Hill,6,5,2-5,2,3,Central,Schenley
284257,0010L00250000000,"ELBA ST, PITTSBURGH, PA 15219",0010L00250,1811,2000-11-07,2000-11-07,2009-11-20,2010-04-29,40.445978401524826,-79.97085240983931,Middle Hill,6,5,2-5,2,3,Central,Schenley
284258,0010G00011000000,"2536 WYLIE AVE, PITTSBURGH, PA 15219",0010G00011,9339,1989-03-09,1989-03-09,2009-11-20,2010-04-29,40.448452877014205,-79.97034253528874,Middle Hill,6,5,2-5,2,3,Central,Schenley
284259,0010R00075000C00,"2311 REED ST, PITTSBURGH, PA 15219",0010R00075C,704,1996-09-30,1996-09-30,2009-11-20,2010-04-29,40.44470786689378,-79.97296139898943,Middle Hill,6,5,2-5,2,3,Central,Schenley
284260,0010K00208000A00,"634 BELINDA ST, PITTSBURGH, PA 15219",0010K00208A,2372,1995-01-18,1995-01-18,2009-11-20,2010-04-29,40.44712206663385,-79.97688721721016,Middle Hill,6,5,2-5,2,3,Central,Schenley
284261,0010K00368000000,"SOMERS ST, PITTSBURGH, PA 15219",0010K00368,7327,1990-12-04,2005-06-03,2009-11-20,2010-04-29,40.44756954157527,-79.97491045534721,Middle Hill,6,5,2-5,2,3,Central,Schenley
284262,0010M00125000000,"2536 ELBA ST, PITTSBURGH, PA 15219",0010M00125,3926,1990-05-18,1990-05-18,2009-11-20,2010-04-29,40.44654587657131,-79.96943985148931,Middle Hill,6,5,2-5,2,3,Central,Schenley
284263,0010F00154000000,"8 BLOOMER WAY, PITTSBURGH, PA 15219",0010F00154,3270,1995-02-10,1995-02-10,2009-11-20,2010-04-29,40.44818856796136,-79.9773925097608,Middle Hill,6,5,2-5,2,3,Central,Schenley
284264,0010H00266000000,"2815 HORTON ST, PITTSBURGH, PA 15219",0010H00266,4714,1995-11-30,1995-11-30,2009-11-20,2010-04-29,40.44848490220441,-79.96646666167537,Middle Hill,6,5,2-5,2,3,Central,Schenley
284265,0010M00103000000,"2524 ELBA ST, PITTSBURGH, PA 15219",0010M00103,2383,1995-02-01,1995-02-01,2009-11-20,2010-04-29,40.44636772487071,-79.96974827839605,Middle Hill,6,5,2-5,2,3,Central,Schenley
284266,0010L00133000000,"620 SOMERS ST, PITTSBURGH, PA 15219",0010L00133,4341,,,2009-11-20,2010-04-29,40.447710851427466,-79.97438875843318,Middle Hill,6,5,2-5,2,3,Central,Schenley
284267,0010L00111000000,"2326 WYLIE AVE, PITTSBURGH, PA 15219",0010L00111,16891,1993-12-16,1993-12-16,2009-11-20,2010-04-29,40.44693502620696,-79.97385604730317,Middle Hill,6,5,2-5,2,3,Central,Schenley
284268,0010R00070000000,"2301 REED ST, PITTSBURGH, PA 15219",0010R00070,1609,1996-09-30,1996-09-30,2009-11-20,2010-04-29,40.4445592011779,-79.97336213948587,Middle Hill,6,5,2-5,2,3,Central,Schenley
284269,0010F00138000A00,"BLOOMER WAY, PITTSBURGH, PA 15219",0010F00138A,9770,2001-06-29,2001-06-29,2009-11-20,2010-04-29,40.448653379154045,-79.97641280583618,Middle Hill,6,5,2-5,2,3,Central,Schenley
284270,0010L00026000A00,"2327 CENTRE AVE, PITTSBURGH, PA 15219",0010L00026A,10810,1989-05-01,1989-05-01,2009-11-20,2010-04-29,40.4457804489202,-79.97324003177712,Middle Hill,6,5,2-5,2,3,Central,Schenley
284271,0010G00155000000,"2 JACOBUS WAY, PITTSBURGH, PA 15219",0010G00155,5516,,,2009-11-20,2010-04-29,40.44840044313956,-79.97225582162268,Middle Hill,6,5,2-5,2,3,Central,Schenley
284272,0010P00211000000,"2208 LAPLACE ST, PITTSBURGH, PA 15219",0010P00211,6539,,,2009-11-20,2010-04-29,40.44462770247787,-79.97529939136224,Middle Hill,6,5,2-5,2,3,Central,Schenley
284273,0010M00130000000,"2540 ELBA ST, PITTSBURGH, PA 15219",0010M00130,939,1996-02-08,1996-02-08,2009-11-20,2010-04-29,40.44662214414521,-79.96922977396494,Middle Hill,6,5,2-5,2,3,Central,Schenley
284274,0010P00213000000,"2212 LAPLACE ST, PITTSBURGH, PA 15219",0010P00213,358,2002-07-29,2004-07-28,2009-11-20,2010-04-29,40.44462095753217,-79.97518238158138,Middle Hill,6,5,2-5,2,3,Central,Schenley
284275,0010H00058000000,"2540 WYLIE AVE, PITTSBURGH, PA 15219",0010H00058,25502,1994-12-09,1994-12-09,2009-11-20,2010-04-29,40.448482637713354,-79.97028448223583,Middle Hill,6,5,2-5,2,3,Central,Schenley
284276,0010M00105000000,"2526 ELBA ST, PITTSBURGH, PA 15219",0010M00105,4493,1992-05-22,1992-05-22,2009-11-20,2010-04-29,40.446393568043845,-79.9696585607427,Middle Hill,6,5,2-5,2,3,Central,Schenley
284277,0010R00076000000,"LAPLACE ST, PITTSBURGH, PA 15219",0010R00076,1257,1996-09-30,1996-09-30,2009-11-20,2010-04-29,40.44481613163572,-79.97309804557024,Middle Hill,6,5,2-5,2,3,Central,Schenley
284278,0010R00072000000,"2303 REED ST, PITTSBURGH, PA 15219",0010R00072,1960,1996-09-30,1996-09-30,2009-11-20,2010-04-29,40.44463777010763,-79.97333929484115,Middle Hill,6,5,2-5,2,3,Central,Schenley
284279,0010L00132000000,"618 SOMERS ST, PITTSBURGH, PA 15219",0010L00132,4341,,,2009-11-20,2010-04-29,40.44765759215101,-79.97436987748368,Middle Hill,6,5,2-5,2,3,Central,Schenley
284280,0010R00120000000,"2326 CENTRE AVE, PITTSBURGH, PA 15219",0010R00120,13325,1990-08-03,1990-08-03,2009-11-20,2010-04-29,40.44541283117035,-79.97298920282587,Middle Hill,6,5,2-5,2,3,Central,Schenley
284281,0010M00115000000,"2521 CENTRE AVE, PITTSBURGH, PA 15219",0010M00115,6869,1988-01-29,1988-01-29,2009-11-20,2010-04-29,40.44602276876733,-79.96983520136217,Middle Hill,6,5,2-5,2,3,Central,Schenley
284282,0010P00138000000,"2220 CENTRE AVE, PITTSBURGH, PA 15219",0010P00138,28817,1999-01-12,1999-01-12,2009-11-20,2010-04-29,40.44507359736396,-79.97527925249777,Middle Hill,6,5,2-5,2,3,Central,Schenley
284283,0010R00075000000,"2311 REED ST, PITTSBURGH, PA 15219",0010R00075,2475,1996-09-30,1996-09-30,2009-11-20,2010-04-29,40.444706593870485,-79.97310177336193,Middle Hill,6,5,2-5,2,3,Central,Schenley
284284,0010F00181000000,"2212 BEDFORD AVE, PITTSBURGH, PA 15219",0010F00181,11007,1989-09-15,1989-09-15,2009-11-20,2010-04-29,40.4482692111132,-79.97777230114411,Middle Hill,6,5,2-5,2,3,Central,Schenley
284285,0010K00346000000,"3 MCCLAREN ST, PITTSBURGH, PA 15219",0010K00346,710,1999-08-10,2005-03-21,2009-11-20,2010-04-29,40.44719670157745,-79.97551568234955,Middle Hill,6,5,2-5,2,3,Central,Schenley
284286,0010G00158000000,"606 JUNILLA ST, PITTSBURGH, PA 15219",0010G00158,2024,1991-02-14,2009-02-11,2009-11-20,2010-04-29,40.448536907604186,-79.9722243299374,Middle Hill,6,5,2-5,2,3,Central,Schenley
284287,0010R00082000000,"2323 REED ST, PITTSBURGH, PA 15219",0010R00082,1783,1996-09-30,1996-09-30,2009-11-20,2010-04-29,40.444899795685565,-79.97270021905275,Middle Hill,6,5,2-5,2,3,Central,Schenley
284288,0010K00340000000,"15 MCCLAREN ST, PITTSBURGH, PA 15219",0010K00340,5234,2001-07-13,2005-11-10,2009-11-20,2010-04-29,40.44738535845119,-79.97508244564014,Middle Hill,6,5,2-5,2,3,Central,Schenley
284289,0010K00023000000,"2245 MAHON ST, PITTSBURGH, PA 15219",0010K00023,2331,1996-12-11,1996-12-11,2009-11-20,2010-04-29,40.44623851868794,-79.97461739292662,Middle Hill,6,5,2-5,2,3,Central,Schenley
284290,0010L00123000000,"CARMEL WAY, PITTSBURGH, PA 15219",0010L00123,2043,1995-07-25,1995-07-25,2009-11-20,2010-04-29,40.447527341412,-79.97415693518866,Middle Hill,6,5,2-5,2,3,Central,Schenley
